ID,N_VICTIMAS,HORA_ACCIDENTE,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,LONGITUD,LATITUD,PARTICIPANTES,ACUSADO,FECHA_ACCIDENTE,ROL,VICTIMA,SEXO,EDAD,FECHA_FALLECIMIENTO,SEMESTRE,ANIO
2017-0144,1,06:45:00,Av. Cnel. Roca Y Colectora Av. Gral. Paz,Gral Paz,8,-58.47064556,-34.69843756,Auto-Objeto Fijo,Objeto Fijo,2017-11-26,Pasajero_Acompañante,Auto,Femenino,50,2017-11-26 00:00:00,2,2017
2017-0145,1,17:05:00,Maza Y Don Bosco,Calle,5,-58.41677733,-34.61223119,Moto-Auto,Auto,2017-11-26,Conductor,Moto,Masculino,58,2017-11-26 00:00:00,2,2017
2017-0147,1,11:15:00,Av. Gral. Paz Y Av. Eva Peron,Gral Paz,9,-58.50251790,-34.67450313,Moto-Auto,Auto,2017-11-28,Conductor,Moto,Masculino,49,2017-11-28 00:00:00,2,2017
2017-0148,1,10:45:00,Av. San Juan Y La Rioja,Avenida,3,-58.40708125,-34.62438894,Peaton-Pasajeros,Pasajeros,2017-11-29,Peaton,Peaton,Femenino,82,2017-11-29 00:00:00,2,2017
2017-0149,1,12:20:00,Av. Paseo Colon Y Mexico,Avenida,1,-58.36947198,-34.61477051,Peaton-Pasajeros,Pasajeros,2017-11-30,Peaton,Peaton,Masculino,13,2017-11-30 00:00:00,2,2017
2017-0150,1,01:15:00,Av. Rivadavia Y Miralla,Avenida,9,-58.51140889,-34.63934531,Peaton-Auto,Auto,2017-12-04,Peaton,Peaton,Masculino,56,2017-12-04 00:00:00,2,2017
2017-0151,1,02:15:00,Vieytes Y Lujan,Calle,4,-58.37460912,-34.65559133,Peaton-Pasajeros,Pasajeros,2017-12-04,Peaton,Peaton,Masculino,42,2017-12-04 00:00:00,2,2017
2017-0152,1,17:30:00,Cachi Y Traful,Calle,4,-58.41146277,-34.65073916,Bicicleta-Pasajeros,Pasajeros,2017-12-06,Ciclista,Bicicleta,Masculino,19,2017-12-06 00:00:00,2,2017
2017-0153,2,02:00:00,Rosario Y Av. La Plata,Avenida,6,-58.42855267,-34.61829385,Moto-Pasajeros,Pasajeros,2017-12-11,Pasajero_Acompañante,Moto,Masculino,42,2017-12-12 00:00:00,2,2017
2017-0153,2,02:00:00,Rosario Y Av. La Plata,Avenida,6,-58.42855267,-34.61829385,Moto-Pasajeros,Pasajeros,2017-12-11,Conductor,Moto,Masculino,30,2017-12-12 00:00:00,2,2017
2017-0154,1,09:15:00,Av. Entre Rios Y Av. Caseros,Avenida,4,-58.39035581,-34.63412287,Peaton-Pasajeros,Pasajeros,2017-12-11,Peaton,Peaton,Masculino,76,2017-12-11 00:00:00,2,2017
2017-0157,1,09:02:00,Av. Gral. Paz Y Humaita,Gral Paz,9,-58.52866211,-34.64597065,Auto-Pasajeros,Pasajeros,2017-12-17,Conductor,Auto,Masculino,53,2017-12-17 00:00:00,2,2017
2017-0158,1,21:30:00,Gualeguaychu Y Colectora Av. Gral Paz,Gral Paz,11,-58.52037476,-34.59407024,Moto-Auto,Auto,2017-12-18,Conductor,Moto,Masculino,32,2017-12-18 00:00:00,2,2017
2017-0159,1,04:31:27,Av. Independencia Y Virrey Cevallos,Avenida,1,-58.38896772,-34.61799615,Moto-Auto,Auto,2017-12-20,Conductor,Moto,Masculino,27,2017-12-20 00:00:00,2,2017
2017-0160,1,13:15:00,Av. Nazca 365,Avenida,7,-58.47074114,-34.62771756,Peaton-Moto,Moto,2017-12-22,Peaton,Peaton,Femenino,30,2017-12-22 00:00:00,2,2017
2017-0161,1,15:30:00,Av. Eva Peron 5249,Avenida,9,-58.48200819,-34.65969965,Peaton-Auto,Auto,2017-12-26,Peaton,Peaton,Femenino,30,2017-12-26 00:00:00,2,2017
2018-0001,1,22:50:00,Av. San Juan Y Rincón,Avenida,3,-58.39536773,-34.62297346,Peaton-Moto,Moto,2018-01-01,Peaton,Peaton,Masculino,83,2018-01-02 00:00:00,1,2018
2018-0002,1,16:40:00,Peru 937,Calle,1,-58.37456088,-34.61895467,Bicicleta-Pasajeros,Pasajeros,2018-01-03,Ciclista,Bicicleta,Femenino,26,2018-01-03 00:00:00,1,2018
2018-0003,1,10:12:00,Av. Pueyrredon Honorio Dr. Y Galicia,Avenida,15,-58.44860217,-34.60395657,Multiple,Multiple,2018-01-05,Peaton,Peaton,Femenino,58,2018-01-05 00:00:00,1,2018
2018-0004,1,09:40:00,Av. Del Libertador Y Manzanares,Avenida,13,-58.46129513,-34.54332766,Multiple,Multiple,2018-01-09,Conductor,Moto,Masculino,39,2018-01-09 00:00:00,1,2018
2018-0005,1,22:30:00,Av. Paseo Colon 1019,Avenida,1,-58.36907201,-34.61953517,Peaton-Pasajeros,Pasajeros,2018-01-09,Peaton,Peaton,Masculino,54,2018-01-09 00:00:00,1,2018
2018-0006,1,21:15:00,Valle Y Barco Centenera Del,Calle,6,-58.44062219,-34.62499107,Bicicleta-Pasajeros,Pasajeros,2018-01-10,Ciclista,Bicicleta,Femenino,45,2018-01-10 00:00:00,1,2018
2018-0007,1,02:30:00,Au Perito Moreno Km 0.6,Autopista,9,-58.52502765,-34.63601265,Auto-Auto,Auto,2018-01-11,Conductor,Auto,Masculino,46,2018-01-11 00:00:00,1,2018
2018-0008,1,17:50:00,Av. Huergo Ing. E Independencia Av.,Avenida,1,-58.36659655,-34.61687778,Moto-Cargas,Cargas,2018-01-12,Conductor,Moto,Femenino,32,2018-01-12 00:00:00,1,2018
2018-0009,1,02:00:00,Av. Pilcomayo Y Brown Alte.,Avenida,4,-58.36737389,-34.62763661,Moto-Moto,Moto,2018-01-14,Conductor,Moto,Masculino,19,2018-01-14 00:00:00,1,2018
2018-0010,1,05:10:00,Cervantes Y Belaustegui Luis Dr.,Calle,10,-58.49807953,-34.63038658,Moto-Cargas,Cargas,2018-01-18,Conductor,Moto,Masculino,40,2018-01-18 00:00:00,1,2018
2018-0011,1,10:30:00,Callao Y Vte. Lopez,Avenida,2,-58.39092703,-34.59088447,Peaton-Pasajeros,Pasajeros,2018-01-19,Peaton,Peaton,Masculino,84,2018-01-19 00:00:00,1,2018
2018-0012,1,13:30:00,Oliden Y Chilavert Martiniano Coronel,Calle,8,-58.46912006,-34.68049201,Moto-Pasajeros,Pasajeros,2018-01-26,Conductor,Moto,Masculino,20,2018-01-26 00:00:00,1,2018
2018-0013,1,08:15:00,Av. Congreso Y Galvan,Avenida,12,-58.48661286,-34.56786129,Moto-Auto,Auto,2018-01-28,Conductor,Moto,Masculino,44,2018-01-28 00:00:00,1,2018
2018-0014,1,20:00:00,Av. Moreno Perito Y Rivera Indarte,Avenida,7,-58.44074927,-34.65080597,Peaton-Moto,Moto,2018-01-31,Peaton,Peaton,Masculino,42,2018-02-04 00:00:00,1,2018
2018-0015,2,01:00:00,Av. Australia 2800,Avenida,4,-58.38636298,-34.64684275,Moto-Pasajeros,Pasajeros,2018-02-06,Conductor,Moto,Masculino,28,2018-02-06 00:00:00,1,2018
2018-0015,2,01:00:00,Av. Australia 2800,Avenida,4,-58.38636298,-34.64684275,Moto-Pasajeros,Pasajeros,2018-02-06,Pasajero_Acompañante,Moto,Masculino,19,2018-02-06 00:00:00,1,2018
2018-0016,1,10:15:00,Av. Del Libertador Y Ramos Mejia Jose Maria Dr. Av.,Avenida,1,-58.37533517,-34.59276462,Moto-Cargas,Cargas,2018-02-15,Conductor,Moto,Masculino,31,2018-02-15 00:00:00,1,2018
2018-0017,1,04:15:00,Av. San Pedrito Y Rivadavia Av.,Avenida,7,-58.46963952,-34.63070603,Peaton-Auto,Auto,2018-02-17,Peaton,Peaton,Masculino,35,2018-02-20 00:00:00,1,2018
2018-0018,1,07:15:00,Isabel La Catolica Y Salvadores Cnel.,Calle,4,-58.37207554,-34.64543658,Moto-Cargas,Cargas,2018-02-17,Conductor,Moto,Masculino,26,2018-02-17 00:00:00,1,2018
2018-0019,1,12:30:00,Av. Las Heras General Y Callao Av.,Avenida,2,-58.39189441,-34.59176378,Peaton-Pasajeros,Pasajeros,2018-02-17,Peaton,Peaton,Femenino,80,2018-02-17 00:00:00,1,2018
2018-0020,1,22:00:00,Fernandez De La Cruz Subida Au Héctor J. Cámpora,Autopista,8,-58.45012957,-34.66518343,Moto-Cargas,Cargas,2018-02-19,Conductor,Moto,Masculino,26,2018-02-19 00:00:00,1,2018
2018-0021,1,10:45:00,Amancio Alcorta Y Zavaleta,Avenida,4,-58.40184094,-34.64546845,Peaton-Pasajeros,Pasajeros,2018-02-22,Peaton,Peaton,Femenino,62,2018-02-22 00:00:00,1,2018
2018-0022,1,00:00:00,Montes De Oca Manuel Y Olavarria,Avenida,4,-58.37441153,-34.63966783,Moto-Cargas,Cargas,2018-02-24,Conductor,Moto,Masculino,28,2018-02-24 00:00:00,1,2018
2018-0023,1,06:00:00,Barco Centenera Del Y Rosario,Calle,6,-58.44110156,-34.62082399,Moto-Auto,Auto,2018-02-24,Conductor,Moto,Masculino,28,2018-02-24 00:00:00,1,2018
2018-0024,1,23:00:00,Av. Alvarez Thomas Y Donado,Avenida,15,-58.47087351,-34.57827342,Peaton-Cargas,Cargas,2018-02-28,Peaton,Peaton,Masculino,70,2018-02-28 00:00:00,1,2018
2018-0025,1,22:30:00,Av. Avellaneda Y Av. Boyacá,Avenida,7,-58.45962210,-34.62245140,Peaton-Auto,Auto,2018-03-04,Peaton,Peaton,Masculino,70,2018-03-05 00:00:00,1,2018
2018-0026,2,04:45:00,Av. Rabanal Francisco Intendente Y Saenz Av.,Avenida,4,-58.41657793,-34.65476216,Movil-Cargas,Cargas,2018-03-09,Conductor,Movil,Masculino,24,2018-03-09 00:00:00,1,2018
2018-0026,2,04:45:00,Av. Rabanal Francisco Intendente Y Saenz Av.,Avenida,4,-58.41657793,-34.65476216,Movil-Cargas,Cargas,2018-03-09,Pasajero_Acompañante,Movil,Masculino,30,2018-03-09 00:00:00,1,2018
2018-0027,1,23:00:00,Castro Y Rondeau,Calle,5,-58.41911301,-34.63722107,Peaton-Moto,Moto,2018-03-11,Peaton,Peaton,Femenino,74,2018-03-11 00:00:00,1,2018
2018-0028,1,15:45:00,Av. Bilbao Francisco Y Azul,Avenida,9,-58.47120586,-34.64251042,Peaton-Cargas,Cargas,2018-03-13,Peaton,Peaton,Masculino,71,2018-03-13 00:00:00,1,2018
2018-0029,1,18:00:00,Av. Nazca Y Gaona Av.,Avenida,11,-58.47418944,-34.62049672,Moto-Auto,Auto,2018-03-15,Conductor,Moto,Masculino,26,2018-03-15 00:00:00,1,2018
2018-0030,1,01:30:00,Av. Plaza Y Alvarez Thomas,Avenida,15,-58.46720441,-34.57905579,Moto-Moto,Moto,2018-03-20,Conductor,Moto,Masculino,24,2018-03-20 00:00:00,1,2018
2018-0031,1,10:15:00,Av. Gaona Y Artigas Jose Gervasio Gral.,Avenida,11,-58.46909362,-34.61779710,Moto-Cargas,Cargas,2018-03-28,Conductor,Moto,Masculino,31,2018-03-28 00:00:00,1,2018
2018-0032,1,13:00:00,Av. Cabildo Y Aguilar,Avenida,13,-58.44704343,-34.56888640,Peaton-Pasajeros,Pasajeros,2018-04-02,Peaton,Peaton,Masculino,70,2018-04-02 00:00:00,1,2018
2018-0033,1,07:30:00,Av. Camarones Y Lope De Vega,Avenida,10,-58.50535541,-34.62902048,Moto-Cargas,Cargas,2018-04-07,Conductor,Moto,Femenino,42,2018-04-10 00:00:00,1,2018
2018-0034,1,18:15:00,Av. Santa Fe 2320,Avenida,2,-58.40021675,-34.59522198,Peaton-Pasajeros,Pasajeros,2018-04-11,Peaton,Peaton,Masculino,24,2018-04-11 00:00:00,1,2018
2018-0035,1,16:45:00,Av. Rivadavia 6950,Avenida,7,-58.46325991,-34.62919627,Peaton-Pasajeros,Pasajeros,2018-04-12,Peaton,Peaton,Femenino,39,2018-04-12 00:00:00,1,2018
2018-0036,1,23:15:00,Av. San Martín Y Argerich,Avenida,15,-58.49471482,-34.59694755,Moto-Auto,Auto,2018-04-13,Conductor,Moto,Masculino,37,2018-04-15 00:00:00,1,2018
2018-0037,1,18:45:00,Av. Cordoba Y Uriburu Jose E. Pres.,Avenida,2,-58.39872610,-34.59975962,Peaton-Cargas,Cargas,2018-04-18,Peaton,Peaton,Masculino,84,2018-04-19 00:00:00,1,2018
2018-0038,2,17:10:00,Av. Rivadavia 1571,Avenida,1,-58.38872177,-34.60885045,Peaton-Auto,Auto,2018-04-20,Peaton,Peaton,Femenino,59,2018-04-20 00:00:00,1,2018
2018-0038,2,17:10:00,Av. Rivadavia 1571,Avenida,1,-58.38872177,-34.60885045,Peaton-Auto,Auto,2018-04-20,Peaton,Peaton,Masculino,61,2018-04-20 00:00:00,1,2018
2018-0039,1,22:15:00,Autopista Lugones Km 4.7,Autopista,14,.,.,Peaton-Auto,Auto,2018-04-21,Peaton,Peaton,Masculino,37,2018-04-21 00:00:00,1,2018
2018-0040,1,11:00:00,Ramon Freire Y Virrey Olaguer Y Feliu,Calle,13,-58.45686132,-34.57305993,Peaton-Cargas,Cargas,2018-04-27,Peaton,Peaton,Femenino,42,2018-04-27 00:00:00,1,2018
2018-0041,1,13:30:00,Av. La Plata Y Fernandez De La Cruz F. Gral. Av.,Avenida,4,-58.42281627,-34.64282424,Peaton-Pasajeros,Pasajeros,2018-04-27,Peaton,Peaton,Femenino,78,2018-04-27 00:00:00,1,2018
2018-0042,1,18:43:00,Brandsen Y Perdriel,Calle,4,-58.38666024,-34.63953396,Moto-Cargas,Cargas,2018-04-27,Pasajero_Acompañante,Moto,Masculino,23,2018-04-27 00:00:00,1,2018
2018-0043,1,06:30:00,Av. Vilardebo Teodoro Y Alvarez Jonte,Avenida,11,-58.49122843,-34.61207587,Moto-Auto,Auto,2018-04-28,Conductor,Moto,Masculino,25,2018-04-29 00:00:00,1,2018
2018-0044,1,09:00:00,Av. Alberti E Independencia,Avenida,3,-58.40098306,-34.61866627,Peaton-Auto,Auto,2018-04-28,Peaton,Peaton,Femenino,50,2018-04-28 00:00:00,1,2018
2018-0045,1,07:00:00,Av. Alvarez Thomas 879,Avenida,13,-58.45448963,-34.57916920,Auto-Cargas,Cargas,2018-04-30,Conductor,Auto,Masculino,60,2018-04-30 00:00:00,1,2018
2018-0046,1,03:15:00,Av. Gral. Paz Y Av. Rivadavia,Gral Paz,9,-58.52927982,-34.63931752,Peaton-Auto,Auto,2018-05-02,Peaton,Peaton,Masculino,11,2018-05-02 00:00:00,1,2018
2018-0047,1,19:00:00,Av. Corrientes Y Av. Dorrego,Avenida,15,-58.44759966,-34.59170240,Peaton-Pasajeros,Pasajeros,2018-05-08,Peaton,Peaton,Masculino,82,2018-05-09 00:00:00,1,2018
2018-0048,1,10:30:00,Av. Rivadavia Y Pedernera,Avenida,7,-58.46411215,-34.62925068,Peaton-Pasajeros,Pasajeros,2018-05-09,Peaton,Peaton,Masculino,57,2018-05-16 00:00:00,1,2018
2018-0049,1,19:15:00,Quesada 2300,Calle,13,-58.46213220,-34.55395823,Peaton-Auto,Auto,2018-05-11,Peaton,Peaton,Femenino,40,2018-05-13 00:00:00,1,2018
2018-0050,1,18:45:00,Av. Cabildo Y Juramento Av.,Avenida,13,-58.45669422,-34.56203610,Peaton-Pasajeros,Pasajeros,2018-05-14,Peaton,Peaton,Femenino,47,2018-05-24 00:00:00,1,2018
2018-0051,1,21:15:00,California Y Carbonari Francisco Cmte.,Calle,4,-58.35977160,-34.64341878,Peaton-Auto,Auto,2018-05-15,Peaton,Peaton,Femenino,57,2018-05-15 00:00:00,1,2018
2018-0052,1,20:30:00,Av. Carril Salvador Maria Del Y Nazca,Avenida,15,-58.49820145,-34.59070093,Peaton-Pasajeros,Pasajeros,2018-05-18,Peaton,Peaton,Masculino,78,2018-05-19 00:00:00,1,2018
2018-0053,1,02:30:00,San Luis Y Aguero,Calle,3,-58.41059280,-34.59939180,Moto-Auto,Auto,2018-05-20,Conductor,Moto,Masculino,43,2018-05-20 00:00:00,1,2018
2018-0054,1,11:15:00,Lugones 2430,Calle,12,-58.47969138,-34.57121563,Peaton-Bicicleta,Bicicleta,2018-05-22,Peaton,Peaton,Femenino,86,2018-05-25 00:00:00,1,2018
2018-0055,1,07:30:00,Av. Independencia Y Jujuy Av.,Avenida,3,-58.40351561,-34.61883916,Moto-Auto,Auto,2018-05-29,Conductor,Moto,Masculino,21,2018-05-29 00:00:00,1,2018
2018-0056,1,13:00:00,Av. Rivadavia 11050,Avenida,9,-58.51973844,-34.63918987,Peaton-Pasajeros,Pasajeros,2018-06-02,Peaton,Peaton,Femenino,69,2018-06-04 00:00:00,1,2018
2018-0057,1,03:30:00,Combate De Los Pozos Y Humberto 1°,Calle,3,-58.39311376,-34.62163006,Moto-Pasajeros,Pasajeros,2018-06-03,Conductor,Moto,Masculino,33,2018-06-04 00:00:00,1,2018
2018-0058,1,06:30:00,Av. Cordoba Y Thames,Avenida,15,-58.43531242,-34.59082159,Moto-Auto,Auto,2018-06-03,Conductor,Moto,Masculino,26,2018-06-13 00:00:00,1,2018
2018-0059,1,06:20:00,Av. Garay Juan De Y Sanchez De Loria,Avenida,5,-58.41178165,-34.63035454,Moto-Movil,Otro,2018-06-08,Conductor,Moto,Masculino,54,2018-06-08 00:00:00,1,2018
2018-0060,1,12:50:00,Av. Lavalle Y Alem Leandro N.,Avenida,1,-58.37048800,-34.60189492,Peaton-Pasajeros,Pasajeros,2018-06-08,Peaton,Peaton,Masculino,51,2018-06-08 00:00:00,1,2018
2018-0061,1,11:15:00,Estados Unidos Y Pichincha,Calle,3,-58.39883882,-34.61964833,Moto-Moto,Moto,2018-06-10,Conductor,Moto,Masculino,51,2018-06-10 00:00:00,1,2018
2018-0062,1,01:00:00,Rosario Y Barco Centenera Del,Calle,6,-58.44110156,-34.62082399,Peaton-Cargas,Cargas,2018-06-14,Peaton,Peaton,Masculino,32,2018-06-14 00:00:00,1,2018
2018-0063,1,21:15:00,Av. Leandro N. Alem Y Viamonte,Avenida,1,-58.37093138,-34.59952725,Peaton-Pasajeros,Pasajeros,2018-06-16,Peaton,Peaton,Femenino,28,2018-06-17 00:00:00,1,2018
2018-0064,1,01:15:00,Av. Varela Y Primera Junta,Avenida,7,-58.45855262,-34.63953253,Auto-Cargas,Cargas,2018-06-25,Conductor,Auto,Masculino,30,2018-06-25 00:00:00,1,2018
2018-0065,1,17:30:00,Pellegrini Carlos Y Juncal,Calle,1,-58.38161909,-34.59283447,Moto-Cargas,Cargas,2018-06-26,Conductor,Moto,Masculino,35,2018-06-26 00:00:00,1,2018
2018-0066,1,11:00:00,Av. Corrientes Y Av. Federico Lacroze,Avenida,15,-58.45511899,-34.58698157,Peaton-Pasajeros,Pasajeros,2018-06-28,Peaton,Peaton,Masculino,73,2018-06-28 00:00:00,1,2018
2018-0067,1,16:15:00,Montes De Oca Manuel Y Finochietto Enrique Dr.,Avenida,4,-58.37724226,-34.62973033,Pasajeros-Auto,Auto,2018-06-29,Pasajero_Acompañante,Pasajeros,Femenino,81,2018-07-06 00:00:00,1,2018
2018-0068,1,09:00:00,Av. Carabobo Y Alberdi Juan Bautista Av.,Avenida,7,-58.45546217,-34.62930339,Moto-Auto,Auto,2018-07-01,Conductor,Moto,Masculino,21,2018-07-01 00:00:00,2,2018
2018-0069,1,21:45:00,Av. Córdoba 2215,Avenida,2,-58.39897064,-34.59954925,Bicicleta-Pasajeros,Pasajeros,2018-07-04,Ciclista,Bicicleta,Masculino,20,2018-07-04 00:00:00,2,2018
2018-0070,1,15:45:00,Estados Unidos Y Urquiza Gral.,Calle,3,-58.40917826,-34.62126274,Moto-Pasajeros,Pasajeros,2018-07-07,Conductor,Moto,Masculino,33,2018-07-07 00:00:00,2,2018
2018-0071,1,17:50:00,Av. Moreno Y Huergo,Avenida,1,-58.36726348,-34.61099738,Moto-Cargas,Cargas,2018-07-10,Conductor,Moto,Masculino,42,2018-07-10 00:00:00,2,2018
2018-0072,1,13:15:00,Au Dellepiane Kilometro 0.0 Altura Calle Montiel Sentido Hacia El Centro Porteño,Autopista,8,-58.48267426,-34.68454456,Moto-Cargas,Cargas,2018-07-11,Conductor,Moto,Masculino,27,2018-07-13 00:00:00,2,2018
2018-0073,1,15:45:00,Av. Iriarte Gral. 3400,Avenida,4,-58.39546165,-34.65168841,Peaton-Cargas,Cargas,2018-07-11,Peaton,Peaton,Femenino,67,2018-07-11 00:00:00,2,2018
2018-0074,1,06:04:00,Av. Juan B. Alberdi 2968,Avenida,7,-58.46941984,-34.63376545,Auto-Cargas,Cargas,2018-07-14,Conductor,Auto,Masculino,25,2018-07-14 00:00:00,2,2018
2018-0075,1,07:30:00,Av. Del Libertador Y Ortiz De Ocampo,Avenida,14,-58.40367321,-34.58129246,Peaton-Auto,Auto,2018-07-15,Peaton,Peaton,Masculino,23,2018-07-15 00:00:00,2,2018
2018-0076,1,09:30:00,Av. Chavez Jorge Y Paz Gral.,Calle,9,-58.52932872,-34.65014993,Auto-Cargas,Cargas,2018-07-16,Conductor,Auto,Masculino,73,2018-07-16 00:00:00,2,2018
2018-0077,1,23:15:00,Urquiza Gral. Y Estados Unidos,Calle,3,-58.40917826,-34.62126274,Auto-Cargas,Cargas,2018-07-16,Conductor,Auto,Masculino,58,2018-07-17 00:00:00,2,2018
2018-0078,1,06:15:00,Paraguay Y Sánchez De Bustamante,Calle,2,-58.41264127,-34.59473294,Peaton-Auto,Auto,2018-07-21,Peaton,Peaton,Masculino,27,2018-07-21 00:00:00,2,2018
2018-0079,1,07:15:00,Av. De Los Corrales Y Paz Gral. Av.,Gral Paz,9,-58.50877521,-34.66977709,Peaton-Cargas,Cargas,2018-07-23,Peaton,Peaton,Masculino,42,2018-07-23 00:00:00,2,2018
2018-0080,1,22:22:00,Av. Alberdi Juan Bautista Y Carhue,Avenida,9,-58.51232237,-34.65903530,Peaton-Auto,Auto,2018-07-25,Peaton,Peaton,Masculino,26,2018-07-25 00:00:00,2,2018
2018-0081,1,06:30:00,Av. Castañares Y Rivera Indarte Av.,Avenida,7,-58.44744156,-34.64567171,Multiple,Multiple,2018-07-29,Peaton,Peaton,Masculino,35,2018-07-29 00:00:00,2,2018
2018-0082,1,15:53:00,Av. Larrazabal Y Garzon Eugenio Gral.,Avenida,9,-58.49441273,-34.65869968,Moto-Cargas,Cargas,2018-08-01,Conductor,Moto,Femenino,17,2018-08-01 00:00:00,2,2018
2018-0083,1,05:20:00,Av. Paz Gral. Y Fernandez De La Cruz F. Gral. Av.,Gral Paz,8,-58.47976785,-34.69153196,Moto-Cargas,Cargas,2018-08-02,Conductor,Moto,Masculino,42,2018-08-02 00:00:00,2,2018
2018-0084,1,07:25:00,Av. Alicia Moreau De Justo Y Cochabamba,Avenida,1,-58.36523349,-34.62260331,Peaton-Cargas,Cargas,2018-08-03,Peaton,Peaton,Masculino,45,2018-08-03 00:00:00,2,2018
2018-0085,2,18:16:00,Av. Entre Rios Y Garay Juan De Av.,Avenida,3,-58.39118948,-34.62704273,Moto-Pasajeros,Pasajeros,2018-08-03,Pasajero_Acompañante,Moto,Femenino,22,2018-08-03 00:00:00,2,2018
2018-0085,2,18:16:00,Av. Entre Rios Y Garay Juan De Av.,Avenida,3,-58.39118948,-34.62704273,Moto-Pasajeros,Pasajeros,2018-08-03,Conductor,Moto,Masculino,30,2018-08-03 00:00:00,2,2018
2018-0086,1,21:44:00,Av. Directorio Y Guardia Nacional,Avenida,9,-58.49019551,-34.65015854,Peaton-Pasajeros,Pasajeros,2018-08-10,Peaton,Peaton,Masculino,40,2018-08-10 00:00:00,2,2018
2018-0087,1,19:20:00,Av. Pavon Y Colombres,Avenida,5,-58.41644362,-34.63023775,Peaton-Pasajeros,Pasajeros,2018-08-15,Peaton,Peaton,Masculino,75,2018-08-20 00:00:00,2,2018
2018-0088,1,16:36:00,Av. Gral. Paz Y Av. Dr. Ricardo Balbín,Gral Paz,12,-58.50073810,-34.54979510,Moto-Cargas,Cargas,2018-08-17,Conductor,Moto,Masculino,42,2018-08-17 00:00:00,2,2018
2018-0089,1,17:56:00,Av. Pichincha Y Brasil,Avenida,4,-58.39626094,-34.63036565,Peaton-Pasajeros,Pasajeros,2018-08-17,Peaton,Peaton,Masculino,80,2018-08-17 00:00:00,2,2018
2018-0090,1,10:34:00,Av. 27 De Febrero Y Pergamino,Avenida,8,-58.43284809,-34.67051543,Moto-Auto,Auto,2018-08-18,Conductor,Moto,Masculino,27,2018-08-18 00:00:00,2,2018
2018-0091,1,18:47:00,Au Perito Moreno Km 1.8 Altura Barragan Sentido Pba,Autopista,9,-58.52280139,-34.63659934,Auto-Auto,Auto,2018-08-19,Pasajero_Acompañante,Auto,Femenino,23,2018-08-19 00:00:00,2,2018
2018-0092,1,08:20:00,Av. Cordoba Y Gascon,Avenida,14,-58.42336930,-34.59774487,Moto-Auto,Auto,2018-08-20,Conductor,Moto,Masculino,23,2018-08-20 00:00:00,2,2018
2018-0093,1,08:41:00,15 De Noviembre De 1889 1513,Calle,1,-58.38691681,-34.63105973,Peaton-Pasajeros,Pasajeros,2018-08-20,Peaton,Peaton,Masculino,24,2018-08-20 00:00:00,2,2018
2018-0094,1,05:35:00,Salguero Jeronimo Y Beruti,Calle,14,-58.41169020,-34.58579880,Moto-Pasajeros,Pasajeros,2018-08-23,Conductor,Moto,Masculino,32,2018-08-23 00:00:00,2,2018
2018-0095,1,00:59:00,Av. Lacarra Y Dellepiane Luis Tte. Gral.,Avenida,9,-58.46739825,-34.65117757,Auto-Auto,Auto,2018-08-26,Pasajero_Acompañante,Auto,Femenino,49,2018-08-26 00:00:00,2,2018
2018-0096,1,22:20:00,Av. Au Héctor J. Cámpora Y Roca Cnel.,Autopista,8,-58.44483258,-34.67152226,Peaton-Auto,Auto,2018-08-31,Peaton,Peaton,Masculino,39,2018-08-31 00:00:00,2,2018
2018-0097,1,10:50:00,Av. Varela Y Av. Int. Francisco Rabanal,Avenida,8,-58.43254025,-34.66128115,Auto-Movil,Otro,2018-09-02,Conductor,Auto,Femenino,35,2018-09-02 00:00:00,2,2018
2018-0098,2,05:00:00,Av. Gral. Paz E/ Ferre Y Beron De Astrada,Gral Paz,8,-58.47199387,-34.69640164,Auto-Auto,Auto,2018-09-09,Conductor,Auto,Masculino,55,2018-09-09 00:00:00,2,2018
2018-0098,2,05:00:00,Av. Gral. Paz E/ Ferre Y Beron De Astrada,Gral Paz,8,-58.47199387,-34.69640164,Auto-Auto,Auto,2018-09-09,Pasajero_Acompañante,Auto,Masculino,54,2018-09-09 00:00:00,2,2018
2018-0099,1,14:25:00,Av. Rivadavia Y Pedernera,Avenida,7,-58.46411215,-34.62925068,Peaton-Pasajeros,Pasajeros,2018-09-12,Peaton,Peaton,Masculino,18,2018-09-13 00:00:00,2,2018
2018-0100,1,10:30:00,Elvira Rawson De Dellepiane 150,Avenida,1,-58.36217754,-34.62367156,Moto-Auto,Auto,2018-09-20,Sd,Moto,Femenino,33,2018-09-20 00:00:00,2,2018
2018-0101,1,00:15:00,Av. Paz Gral. Y Zapiola,Gral Paz,12,-58.48098594,-34.54073130,Multiple,Multiple,2018-09-21,Conductor,Auto,Masculino,42,2018-09-21 00:00:00,2,2018
2018-0102,1,00:30:00,Famatina Y Diogenes Taborda,Calle,4,-58.41083404,-34.64640709,Moto-Auto,Auto,2018-09-21,Conductor,Moto,Masculino,20,2018-09-21 00:00:00,2,2018
2018-0103,1,17:51:00,Av. Castañares Y Bonorino,Avenida,7,-58.44609828,-34.64446729,Peaton-Moto,Moto,2018-09-27,Peaton,Peaton,Masculino,1,2018-09-29 00:00:00,2,2018
